reference_buga_knowledge_sources.md	Internal process/workflow document. Describes how THIS team (Buga/Zugabot) syncs their specific knowledge stores, MM paths, Task Scheduler setup, and naming conventions. No generalizable public library/framework fix or non-obvious gotcha applicable to unrelated developers. Contains internal infra names (MM, BUGAVAULT_PATH env var specific to this setup), file paths, and deployment details.
reference_continuous_agent_research.md	Internal research/strategy document about Zugabot's proprietary self-improvement loop design, system architecture, and product roadmap. Not a reusable public library fix or generalizable technical gotcha that unrelated developers encounter.
reference_mike_github_handle.md	Internal process/workflow: team member reference, GitHub handle assignment conventions, and internal org management procedures. Not a reusable technical fix for public libraries, frameworks, or tools.
reference_legacy_vault_pointer.md	Internal process/workflow document describing this team's private memory architecture, vault locations, and internal tooling. Contains references to private infrastructure paths, internal daemon names (Zugabot), private file locations, and team-specific memory management procedures. Not a generalizable technical fix for a public library or framework.
reference_mike_todo_pattern.md	Internal process/workflow documentation. Describes how one specific team member (Mike/TacoNips) leaves action items across internal repositories (Zuga-Technologies), including internal branch naming conventions, internal repo inventory, and internal team coordination patterns. Not a generalizable technical fix for a public library, framework, or tool that other developers would encounter.
reference_overlay_ai_is_zugagamerai.md	Internal process/workflow memory: naming convention (two internal systems have two names), deployment targets (Railway service), and project-specific refactoring history. No generalizable technical fix for a Claude Code agent working on unrelated code.
reference_overlay_anticheat_capture_paths.md	Internal project analysis (ZugaGamerOverlay, team decision context about Overwolf migration, internal stakeholder concerns). While the technical distinction between OS-level and in-memory capture is sound, the memo's value is tied entirely to this specific product's architecture and Mike's internal liability concerns. A stranger developer would benefit from the general concept (which is documented in public Overwolf/OBS docs), not this decision memo.
reference_presence_writer_dual_machine.md	Internal workflow/architecture documentation describing private infrastructure setup (two specific machines, SSH targets, file paths, launchd configs, internal team coordination repo). Not a generalizable public library/framework bug or gotcha that other developers would encounter.
reference_owner_api_key_rotation.md	Internal operational runbook for rotating a shared credential across private infrastructure (Railway service + internal Mac Mini). Contains specific deployment targets, internal service names (ZugaApp, Zugabot, MM), private hostnames, and process-specific workflows. Not a generalizable technical fix for a public tool or library.
reference_railway_service_topology.md	Internal deployment topology, infrastructure naming, private hosts (Railway project IDs, Mac Mini paths, DNS records for internal services), and team workflow. Not a reusable public library/framework/tool fix.
reference_tebex_keys_state.md	Internal process/inventory/infrastructure reference. Names private services (Railway, ZugaApp, ZugaGamerOverlay, MM), internal team workflows (how to generate and store keys across environments), and business context (revenue puller, product launch timing). Not a generalizable technical fix.
reference_tester_user_id_map.md	Internal team reference: maps private testers to physical machines, internal registry structure, and internal process (trust order for name conflicts). Contains personal information (names, emails, machine specs, hostnames). Not a generalizable technical fix for a public library/tool/framework.
reference_robobun_pattern.md	internal process/workflow document describing a specific team's autonomous agent setup (robobun at Bun/Anthropic) and how to apply it to Zuga (internal project). Contains naming of internal infra (ZugaQueue, ZugaApp, Zugabot, discord-channel-ops skill, Code Everywhere bridge, mcp__github__create_pull_request). No generalizable public library fix or reusable technical gotcha.
reference_zugaapp_railway_deployment.md	Internal deployment runbook for private infrastructure (zugabot.ai, Railway project IDs, Cloudflare Worker setup, team email addresses, private repo structure). No generalizable public library/framework fix.
reference_wake_word_audio_pipeline.md	Internal process/workflow: describes team's specific data pipeline, storage layout on private Railway infrastructure, internal file paths, project-specific tooling (ZugaGamerOverlay, ZugaApp), and deployment/retrain procedures tied to this codebase only. Not a generalizable public library fix or common error.
reference_zugabot_active_schedulers.md	Internal process/workflow document: describes private backend infrastructure (Zugabot system), internal scheduling architecture, deployment targets (MM, crontab user), private service names, and team-specific debugging heuristics. No generalizable public framework/library fix; the scheduling patterns (APScheduler, asyncio) are standard but the context is entirely proprietary system internals.
reference_zugabot_hallucination_class_taxonomy.md	Internal project planning document about Zugabot (private system) hallucination taxonomy, priority roadmap, and internal session outcomes. No generalizable technical fix about a public library/framework/tool that an external developer would encounter.
reference_zugabot_memory_architecture.md	Internal infrastructure reference. Describes private system architecture (Zugabot/Zugabee/Zugamind), internal directory structure, private database locations, personal file paths, and internal process configuration. Not a generalizable public library/framework fix that an unrelated developer would encounter.
reference_zugabot_profitability_research.md	Internal business/product strategy, financial planning, and roadmap. Contains project-specific pricing, unit economics, and go-to-market decisions (Ludus/Overwolf, profitability targets, break-even analysis) that are not generalizable technical fixes applicable to external developers or Claude agents.
reference_zugabot_two_budget_systems.md	Internal process/workflow document. Describes Zugabot's internal architecture, private component allocation, and internal ledger systems. The 'two budget systems' pattern is specific to this team's codebase and would not generalize to an unrelated developer's Claude Code agent. Contains internal file paths, private service names (OpenClaw, Zugabot, Zugamind), and internal decision rationale.
reference_zugacore_main_canonical.md	Internal process/workflow documentation. Describes team's branch management policy, deployment targets (Railway), and internal repository structure (Zuga-luga, Zuga-Technologies remotes). Not a generalizable technical fix for a public library or framework that would help an unrelated developer.
reference_zugabot_workspace_oauth.md	Internal process and infrastructure reference. Contains private account identity (zugabot@zugabot.ai), internal GCP project name (zugabot-prod), internal file paths, internal service architecture (backend/services/drive/drive_client.py), org policy context, and internal team workflow/next steps. Not a generalizable technical fix; does not describe a reusable error/gotcha about a public library or tool.
reference_zugalife_competition_doc.md	internal process/workflow document about ZugaLife's competitive analysis process, refresh cadence, and team reference material — no generalizable technical fix
reference_zugagamer_steady_state_memory.md	Internal process/workflow/preferences. This is a memory note about a specific internal service (ZugaGamer, port 8004, com.zuga.gamer) and how THIS team's monitoring system (Zugabot brain, zugamind scanners) works. References internal file paths, internal scanner thresholds, and internal findings management. Not generalizable to external developers or public tool/framework issues.
zsh_reference.md	Internal process/workflow reference. This is a team-specific notation system for their own documentation indexing, not a generalizable technical fix for a public tool or library that other developers would encounter.
tester-logs-mcp.md	Internal process/workflow: describes how THIS team accesses internal tester logs via their private MCP server (Zugabot, ZugaApp), internal file paths, and internal debugging procedures. Not a reusable technical fix for a public library or tool.
zugabot_baseline_review_scanners.md	Internal system architecture and workflow documentation. Describes proprietary monad/workspace/scanner subsystem design, internal module structure, trigger routing, and decision logic—none of which would help a stranger debug a public library or tool issue.
zugabot_architecture_map.md	Internal architecture map with private infrastructure (Antonio's PC, MAC MINI, local Obsidian vault paths, internal service ports). Contains system design and deployment topology that only makes sense with insider context. Not a generalizable technical fix for a public tool/framework/library.
